Verb,Noun,Prep,Prep_obj,Class_label
opening,way,for,boost,N
ended,impasse,between,House,N
pay,wage,for,days,V
includes,concept,of,wage,N
be,part,of,laws,N
made,compromise,on,length,N
lifted,wage,to,4.55,V
boosting,floor,to,4.25,V
was,way,of,allowing,N
opposing,rise,for,workers,N
opposing,rise,at,time,V
ranking,member,of,Committee,N
vote,week,on,compromise,V
held,feet,to,fire,V
yielded,deal,on,size,V
lowered,ratings,on,billion,N
lowered,ratings,because,levels,V
is,unit,of,Inc.,N
managing,risks,of,2,N
retains,title,of,officer,N
sell,operations,to,Inc,V
faced,threat,from,family,N
faced,threat,since,July,V
own,stake,in,company,N
use,proceeds,of,sale,N
had,sales,of,million,N
manufacturing,carpet,since,1967,V
make,products,with,dyes,N
has,sales,of,billion,N
boost,profitability,of,brands,N
closed,ex-dividend,at,26.125,V
including,gain,of,million,N
sell,unit,to,subsidiary,V
close,sale,of,unit,N
close,sale,in,November,V
rose,%,in,September,V
offered,information,on,degree,N
climbed,%,in,August,V
lend,support,to,view,V
provides,information,on,economy,N
plunged,%,in,September,V
followed,months,for,sales,N
had,effect,on,market,V
was,the,since,drop,V
got,boost,in,September,V
track,health,of,sector,N
keep,inflation-fighting,as,priority,V
are,contributions,of,components,N
take,charge,against,earnings,N
take,charge,in,quarter,V
limits,increases,for,years,V
ties,charges,to,customers,N
ties,charges,to,performance,V
auction,million,in,maturity,N
auction,million,next,Tuesday,V
writing,thriller,about,spy-chasing,N
described,himself,as,Hippie,V
including,marriage,to,sweetheart,N
combining,wordplay,with,detail,V
spins,tale,of,efforts,N
was,arrest,by,authorities,N
stealing,information,from,computers,V
selling,it,to,KGB,V
pay,two,for,some,V
draws,title,from,habit,V
laying,eggs,in,nests,V
do,tricks,with,system,V
substitute,program,for,one,V
become,super-user,with,access,N
scanning,heavens,at,observatory,V
discovered,discrepancy,in,charges,N
traced,it,to,user,V
became,obsession,for,Stoll,V
made,requisition,of,all,N
taken,account,of,user,N
using,Berkeley,as,stones,V
drag,keychain,across,terminal,V
learns,lot,from,book,V
took,interest,in,hunt,N
tracing,hacker,to,Germany,V
brief,officers,on,theft,V
savored,humor,of,appearance,N
is,editor,of,Journal,N
supply,computers,to,Corp.,V
sell,machines,under,label,V
cost,150000,for,system,V
processes,instructions,per,second,N
uses,chip,unlike,machines,V
is,part,of,effort,N
establish,itself,as,supplier,V
is,company,than,company,V
is,boon,for,Mips,N
battles,concerns,for,market,V
expects,revenue,of,million,N
attract,developers,to,architecture,V
supply,computers,to,AG,V
make,chips,under,license,V
expects,sales,of,systems,N
sell,versions,of,machine,N
are,arms,of,Congress,N
raise,capital,through,debt,V
raise,cash,for,bailout,N
meeting,targets,in,law,N
add,billions,to,costs,V
allow,level,of,borrowing,N
allow,level,without,approval,V
merge,hundreds,of,thrifts,N
merge,hundreds,over,years,V
reduce,costs,of,bailout,N
distort,process,by,requiring,V
dump,assets,through,sales,V
build,system,from,County,V
connect,Basin,with,pipelines,V
're,chef,of,restaurant,N
took,money,from,wallet,V
considered,inventor,of,style,N
make,month,in,advance,N
subjected,diners,to,cream,V
puts,pressure,on,planners,V
kept,copy,of,notes,N
received,support,from,Dozen,V
keep,meringues,from,weeping,V
reinvent,recipes,from,scratch,V
named,slate,of,officers,N
follows,replacement,of,directors,N
was,president,of,division,N
assuming,duties,of,Weekes,N
was,another,of,directors,N
boosted,dividend,to,cents,V
be,3,to,stock,N
raise,number,of,shares,N
raise,number,to,million,V
rose,%,to,million,V
completed,sale,of,acres,N
includes,swap,of,interests,N
pay,million,in,payments,N
repay,million,in,funds,N
exercise,remedies,against,Healthcare,N
exercise,remedies,during,period,V
be,million,in,arrears,V
make,payments,of,million,N
make,payments,to,HealthVest,V
owes,million,in,payments,N
ease,bind,at,HealthVest,N
paid,two,of,banks,N
paid,two,in,October,V
purchased,warrants,for,500000,V
recognized,concept,as,one,V
listed,creation,of,fund,N
listed,creation,as,one,V
reflects,vulnerability,of,communities,N
indicted,him,on,array,V
alleging,years,of,oppression,N
extorted,cash,from,lawyers,V
muscled,loans,from,banks,V
owned,interest,in,distributorship,N
presented,conflict,of,interest,N
maintained,accounts,in,banks,V
made,demands,on,staff,V
chauffeur,him,to,work,V
double-crossed,him,by,reneging,V
find,judge,in,underwear,V
called,her,to,office,V
wearing,nothing,at,all,N
blames,indictment,on,feuding,V
pushed,buttons,into,action,V
provide,testimony,to,power,V
bring,business,to,courthouse,V
mount,challenges,against,him,N
been,fixture,in,community,N
been,fixture,for,decades,V
put,himself,through,University,V
had,the,of,daughters,N
married,daughter,of,clerk,N
called,one,of,judges,N
had,share,of,accomplishments,N
voted,president,of,Conference,N
voted,president,by,judges,V
considered,times,for,appointments,V
rated,one,of,the,N
rated,him,after,interviewing,V
grasp,issue,with,blink,V
be,bedrock,of,society,N
had,inkling,of,anything,N
had,inkling,in,Ebensburg,V
shelled,500,in,loans,N
shelled,500,to,judge,V
made,pretense,of,repaying,N
won,verdict,in,case,N
won,verdict,in,1983,V
had,dealings,with,judge,V
is,matter,of,biting,N
sipped,tea,from,chair,V
take,hats,in,courtroom,V
jailed,members,of,Board,N
jailed,members,for,hours,V
extend,year,by,weeks,V
told,salesman,in,Ebensburg,N
bought,Sunbird,in,1984,V
recorded,sale,under,name,V
dispute,view,in,light,V
launched,investigation,into,corruption,N
bought,Sunbird,from,Pontiac-Cadillac,V
had,apprehensions,about,reputation,N
wrote,bank,on,stationery,V
find,myself,in,relationship,V
been,part,of,deal,N
got,treatment,from,bank,V
lowering,rate,by,%,V
defend,himself,at,trial,V
was,example,of,muse,N
await,resiliency,as,metaphors,N
uses,tons,of,newsprint,N
being,component,of,waste,N
increase,use,of,paper,N
approves,this,as,date,V
approved,creation,of,class,N
give,value,of,101,N
float,%,above,rate,V
yield,%,with,coupon,V
represents,spread,to,Treasury,N
is,%,to,%,N
yield,%,with,coupon,V
have,life,of,years,N
buy,shares,at,premium,V
indicating,coupon,via,Ltd,V
buy,shares,at,premium,V
yield,%,via,Ltd,V
yield,%,via,International,V
expects,sales,of,marks,N
has,operations,in,Belgium,V
strengthen,position,in,Community,N
assure,presence,in,market,N
leave,EG&G,with,stake,V
is,lab,in,England,N
is,lab,with,revenue,V
including,Institutes,of,Health,N
broke,negotiations,with,Hunt,N
removes,obstacle,in,way,N
heard,year,in,Washington,V
turned,settlement,between,Hunt,N
seeking,claim,of,million,N
allow,claim,of,million,N
appeal,decision,to,court,V
get,%,of,proceeds,N
snap,properties,in,U.S.,N
snap,properties,from,courses,V
marks,change,for,Japanese,N
be,buyer,of,securities,N
double,purchases,to,an,V
channel,tens,of,billions,N
channel,tens,into,market,V
drive,rates,on,securities,N
are,investment,of,choice,N
dipped,toes,into,market,V
buy,bonds,before,maturity,V
's,headache,for,investors,N
forces,them,at,rates,V
Compounding,trouble,to,investors,N
lose,touch,with,issuers,V
buy,mortgages,from,banks,V
took,all,of,Conduits,N
reduced,effects,of,risk,N
buy,stock,of,corporation,N
buy,stock,at,discount,V
pursue,interests,of,corporation,N
experienced,appreciation,than,corporations,N
experienced,appreciation,during,years,V
evaluate,pills,on,basis,V
have,team,with,record,N
have,strategy,for,improving,N
require,implementation,over,period,V
improve,chances,for,management,N
be,CEO,in,years,V
be,strategy,in,years,V
have,opportunity,at,time,V
received,settlement,from,Texaco,V
covers,years,in,order,V
put,proceeds,in,manner,V
evaluate,pill,within,context,V
win,election,to,board,N
filed,lawsuits,in,Court,V
elected,slate,of,nominees,N
elected,slate,to,board,V
was,sequel,to,meeting,N
disallowed,proxies,in,favor,V
seeks,dollars,from,Express,V
is,company,with,interests,N
Buying,%,of,Inc.,N
entering,relationship,with,owner,V
become,owner,of,company,N
become,owner,at,time,V
dismissing,threat,of,backlash,N
encourage,flow,of,investment,N
paid,million,for,Tower,V
taken,warnings,by,leaders,N
taken,warnings,to,heart,V
win,support,from,sides,V
found,similarity,in,philosophies,N
taking,place,on,board,N
found,match,in,Estate,V
is,firm,in,Japan,N
is,meters,of,property,N
acquired,property,from,government,V
was,portion,of,land,N
opened,doors,to,world,V
built,development,in,exchange,V
was,step,in,relationship,N
earned,moniker,of,title,N
is,one,of,dozens,N
had,need,for,ventures,V
rise,%,to,%,N
rise,%,from,turnover,V
jumped,%,to,yen,V
catapult,it,into,business,V
is,purchase,for,Estate,N
make,dent,in,finances,V
is,landowner,of,project,N
is,one,of,group,N
redevelop,Marunouchi,into,center,V
becoming,partners,in,number,N
becoming,partners,as,part,V
blocking,Guber,from,taking,V
taking,posts,at,Inc,N
acquiring,Columbia,in,transactions,V
filed,suit,against,Sony,V
make,movies,at,studio,V
hurled,accusations,of,duplicity,N
hurled,accusations,at,each,V
continued,talks,over,weeks,V
get,cash,in,settlement,V
surpassed,Sony,as,company,V
have,club,like,CBS,N
involving,rights,to,movies,N
swap,stake,in,studio,N
swap,stake,in,exchange,V
accused,Ross,of,having,N
be,officer,of,Warner,N
started,number,of,businesses,N
started,number,in,Japan,V
enjoys,relationships,with,executives,V
be,executive,of,Warner,N
be,executive,alongside,Ross,V
have,ego,at,stake,V
fulfill,terms,of,contract,N
exclude,Guber,from,any,V
have,projects,in,stages,V
get,hands,on,some,V
develop,hundreds,of,movies,N
produce,10,to,20,N
get,piece,of,profits,N
gets,revenue,from,movies,V
own,stake,in,Guber-Peters,N
paid,500000,in,fines,N
marks,end,of,part,N
is,subject,of,investigation,N
cover,accounting,for,parts,N
is,step,in,investigation,N
charge,any,of,500000,N
charge,any,to,customers,V
take,action,against,employees,V
provided,information,during,inquiry,V
made,contributions,from,1982,V
submitted,bills,to,Power,V
hiding,nature,of,payments,N
hiding,nature,from,Service,V
was,mastermind,behind,use,N
make,payments,to,candidates,V
following,the,of,irregularities,N
rose,cents,to,27.125,V
launched,promotion,for,brand,V
send,labels,from,bottles,N
receive,upgrade,in,seating,N
purchase,items,at,prices,V
question,impact,on,image,N
has,image,of,something,N
offered,miles,in,exchange,V
gave,discounts,on,merchandise,N
gave,discounts,to,people,V
is,leg,of,plan,N
buy,bottles,over,period,V
Concocts,Milk,For,Tastes,N
trimming,content,of,products,N
formed,venture,with,distributor,V
has,content,of,%,N
sells,milk,than,milks,N
sells,milk,in,markets,V
tested,milk,with,butterfat,N
tested,milk,in,South,V
selling,Fresca,in,bodegas,V
adding,15,to,outlets,N
lost,space,in,stores,V
increase,share,of,business,N
launching,lines,with,fanfare,V
nixed,promotion,for,pins,N
included,cutouts,of,finery,N
advise,customers,on,styles,V
motivate,people,with,commissions,V
shown,interest,in,packages,V
introduced,versions,of,products,N
introduced,versions,in,Canada,V
bring,them,to,U.S.,V
pursuing,counterclaims,against,each,N
reset,arguments,for,today,V
set,slats,for,takeoff,V
was,Cichan,of,Tempe,N
remains,man,behind,operation,V
convert,millions,of,Americans,N
convert,millions,to,brand,V
plays,role,of,messiah,N
make,part,of,theocracy,N
build,infrastructure,for,movement,V
move,movement,to,Europe,V
organized,rally,in,1976,V
were,members,in,U.S.,V
is,result,of,graying,N
remained,faithful,to,Moon,N
producing,members,by,procreation,V
is,matter,of,contention,N
employing,followers,at,wages,V
producing,everything,from,rifles,N
illustrate,scope,of,drain,N
attracted,guests,in,years,V
published,three,of,books,N
developing,empire,in,East,V
told,me,in,interview,V
negotiated,venture,with,government,N
build,plant,in,Province,V
put,million,for,years,V
keep,profits,in,China,V
is,co-author,with,Bromley,N
include,sale,of,Corp.,N
compensate,victims,of,diseases,N
receive,billion,from,Manville,V
considering,sale,of,holdings,N
has,right,of,refusal,N
pay,trust,for,majority,V
reached,%,in,Azerbaijan,V
are,republics,along,border,N
reported,rioting,in,months,V
gave,estimate,for,unemployment,N
owns,half,of,one,N
cutting,%,to,million,V
interrogated,week,by,judiciary,V
provoked,closure,of,markets,N
provoked,closure,in,June,V
blamed,predicament,on,president,V
raised,margin,on,transactions,N
ousted,residents,from,panel,V
drafting,constitution,for,colony,N
condemned,crackdown,on,movement,N
nullify,declaration,on,Kong,N
discussed,purchase,of,reactor,N
sell,reactor,to,Israel,V
establishing,relations,with,Poland,V
loan,money,to,Warsaw,V
established,relations,with,Hungary,V
hold,auction,with,bidders,V
opening,swaps,to,investors,V
authorized,worth,of,proposals,N
submit,bids,on,percentage,N
set,floor,on,bidding,V
deprive,troublemakers,of,cards,N
fled,Philippines,for,Hawaii,V
block,requests,for,records,N
involved,accounts,in,Philippines,N
fostering,harmony,in,marriage,V
protects,communications,between,spouses,N
violate,right,against,self-incrimination,N
announce,venture,in,Tokyo,V
open,office,in,Tokyo,V
advising,them,on,matters,V
advise,clients,on,law,V
provide,shopping,for,institutions,V
seeking,advice,on,access,N
tap,resources,of,lawyers,N
tap,resources,as,members,V
maintain,association,with,Office,N
seek,rehearing,of,ruling,N
seeking,hearing,by,panel,N
sued,state,in,1985,V
segregated,classifications,by,sex,V
paid,employees,in,jobs,N
paid,employees,in,jobs,N
applied,standards,in,manner,V
is,representative,for,employees,N
color-coding,licenses,of,offenders,N
order,licenses,as,condition,V
be,embarrassment,to,teenagers,N
recognize,problem,as,issue,V
block,acquisition,of,%,N
put,airline,under,control,V
faces,threat,from,Bush,N
block,purchase,of,airline,N
governed,meetings,at,center,N
abolished,steps,in,revolution,N
opened,dormitory,for,employees,N
opened,dormitory,at,center,V
had,lots,of,debate,N
had,lots,about,one,V
follow,voice,of,generation,N
holds,lessons,for,companies,N
set,tone,in,1986,V
is,time,of,self-criticism,N
took,helm,as,president,V
dropping,year,by,year,N
dropping,year,since,beginning,V
Consider,experience,of,Kitada,N
joined,Nissan,in,1982,V
transferred,workers,to,dealerships,V
ordered,everyone,from,executives,N
visit,parts,of,Tokyo,N
check,restaurant,in,city,V
visited,headquarters,in,district,N
liked,display,of,trucks,N
handled,die-hards,in,fashion,N
replaced,body,with,lines,V
launched,versions,of,coupe,N
outselling,predecessors,by,margins,V
grabbed,attention,with,minicars,V
's,list,for,car,N
develop,restaurant,with,vehicles,V
sells,items,as,clocks,N
had,%,of,market,N
had,%,in,1980,V
leave,it,below,position,V
recoup,losses,in,Japan,N
recoup,losses,until,1995,V
unleashes,batch,of,cars,N
grabbed,%,of,market,N
brings,Nissan,to,share,V
leaves,company,behind,high,V
are,vehicles,with,potential,N
start,fall,with,version,V
start,749,below,model,N
launches,division,on,8,V
sending,2000,to,U.S.,V
keeping,rest,for,sale,V
sell,sedans,in,U.S.,V
is,move,for,century,N
add,models,next,year,V
bringing,total,to,four,V
show,profits,for,years,V
lost,money,on,operations,V
earn,yen,in,year,V
earn,increase,of,%,N
represented,%,of,sales,N
building,vehicles,in,three,V
include,subsidiaries,for,manufacturing,N
beat,effort,with,tactics,V
prevent,return,to,rigidity,N
are,way,through,turnaround,N
form,venture,with,Azoff,V
provide,financing,for,venture,V
is,part,of,Inc.,N
discussing,venture,with,MCA,V
hold,meeting,in,December,V
give,leaders,at,home,V
be,expectation,of,agreements,N
conducting,diplomacy,through,meetings,V
alternating,days,of,meetings,N
alternating,days,between,vessel,V
disrupt,plans,for,summit,N
told,reporters,at,House,N
discuss,range,of,issues,N
discuss,range,without,agenda,V
pay,dividends,for,leaders,V
needs,diversion,from,problems,N
bolster,stature,among,academics,N
been,critic,of,handling,N
limit,participation,to,groups,V
doing,it,in,manner,V
have,time,without,press,V
hold,summit,in,summer,V
mentioned,advice,to,Moscow,N
mentioned,advice,as,topic,V
drop,restrictions,on,trade,N
told,group,of,businessmen,N
sign,agreement,with,U.S.,N
sign,agreement,at,summit,V
lower,tariffs,on,exports,N
lost,jobs,as,result,V
start,system,of,benefits,N
be,initiatives,on,economy,N
take,this,as,opening,V
given,setting,at,sea,N
been,one,for,officials,V
avoid,comparisons,with,gathering,N
sent,shivers,through,alliance,V
discussing,elimination,of,weapons,N
initiated,talks,with,Soviets,N
reach,officials,until,days,V
open,dialogue,with,Gorbachev,N
precede,summit,next,year,N
marking,quantification,of,costs,N
taken,commitments,without,approval,V
filed,charges,against,manager,V
alleging,breach,of,duties,N
improve,controls,on,branches,N
improve,controls,on,branches,N
dragging,protesters,from,thoroughfare,V
provided,beginning,to,disobedience,N
instigated,campaigns,of,resistance,N
instigated,campaigns,against,government,V
am,proponent,of,everything,N
have,recourse,to,box,V
equate,demonstrations,with,disobedience,V
is,difference,between,them,V
make,remarks,about,demonstrations,N
call,attention,to,grievances,V
encourages,overuse,of,slogans,N
leave,site,of,grievance,N
attach,themselves,like,remora,V
use,protest,as,excuse,V
find,harm,in,misdemeanors,V
protest,speeding,on,road,N
airing,program,with,audience,N
generated,deal,of,rancor,N
generated,deal,amid,groups,V
chain,themselves,in,front,V
refund,money,to,advertisers,V
impair,rights,of,others,N
be,case,of,chickens,N
does,damage,to,nation,V
disobey,call,to,arms,N
disobey,call,during,war,V
threw,burdens,on,those,V
giving,comfort,to,propagandists,V
administer,infamy,upon,those,V
healing,wounds,of,nation,N
pardoned,thousands,of,evaders,N
giving,dignity,to,allegations,V
avoid,danger,of,combat,N
point,visibility,of,disobedience,N
cover,breaking,of,law,N
brings,motives,of,those,N
is,rule,of,thumb,N
was,president,of,U.S.,N
was,president,from,1969,V
back,increase,in,tax,N
raise,million,for,relief,V
cover,part,of,billion,N
damage,chances,of,initiative,N
posted,gain,in,income,N
rose,%,to,billion,V
attributed,gain,to,improved,V
rose,%,to,million,V
rose,%,to,billion,V
update,criteria,for,enforcement,N
make,inquiries,about,items,N
is,candidate,for,enactment,N
is,candidate,if,time,V
wants,changes,for,one,N
retain,force,as,deterrents,V
protect,rights,in,collection,V
enacted,law,in,1988,V
urging,legislation,in,states,V
advises,Council,of,Chambers,N
affecting,kinds,of,taxpayers,N
seeks,uniformity,among,states,N
stays,cents,for,mile,V
provide,treatment,for,growers,V
weighs,deductions,of,costs,N
see,functions,in,case,V
raised,cattle,for,four,V
made,profit,on,either,V
managed,horse-breeding,in,way,V
enhanced,experience,by,consulting,V
took,care,with,cattle,V
seek,counsel,about,them,V
deduct,30180,of,losses,N
rejected,12275,in,deductions,N
doing,audits,of,returns,N
name,Kirkendall,to,post,V
has,responsibilities,for,IRS,V
awarded,pilots,between,million,V
have,effect,on,plan,V
leave,lot,of,leeway,N
pursue,grievance,before,arbitrator,V
received,approval,in,July,V
was,part,of,agreement,N
took,control,of,Eastern,N
triggered,raise,for,them,V
slashing,commissions,to,delight,V
owe,vote,of,thanks,N
is,move,for,Spielvogel,N
counted,some,of,advertisers,N
helped,Nissan,for,example,V
prove,mine,for,agency,N
done,searches,over,40,N
done,searches,for,clients,V
given,seminars,at,agencies,V
do,consulting,at,agency,N
do,consulting,in,hopes,V
been,involvement,with,clients,N
invites,them,to,parties,V
has,degree,of,intimacy,N
has,degree,with,clients,V
merging,it,with,outfit,V
becoming,consultant,in,1974,V
was,executive,at,Co,V
spent,million,on,time,V
's,reason,for,job,N
struck,me,as,way,V
determine,mix,of,promotion,N
helped,Morgan,in,search,V
has,relationship,with,Hyundai,V
use,tool,of,communications,N
called,Achenbaum,in,speech,V
was,critic,of,acquisition,N
calls,Fabric,of,Lives,N
Take,Comfort,in,Cotton,V
marks,end,of,efforts,N
making,plea,for,reaction,N
spend,million,on,broadcasting,V
was,officer,of,Group,N
created,ads,for,market,V
rose,%,to,million,V
increased,%,to,million,V
discussing,state,of,Asia,N
discussing,state,with,reporters,V
feared,plurality,of,views,N
build,team,of,economists,N
is,one,of,inefficiency,N
face,conflict,between,desire,N
keep,situation,for,years,V
sustain,growth,by,themselves,V
discussed,7,at,meeting,V
use,facilities,in,Singapore,N
preserve,presence,in,region,N
lorded,it,over,me,V
show,serials,on,network,V
's,passion,about,being,N
fill,part,of,gap,N
share,views,of,America,N
get,Rouge,as,part,V
made,use,of,Rouge,N
is,president,of,Group,N
is,editor,of,Journal,N
cut,tumor,at,Clinic,V
indicating,damage,to,tissue,N
holding,promise,of,surgery,N
improve,diagnosis,of,disorders,N
thrusting,window,to,workings,N
induce,whirlwinds,of,electricity,N
induce,whirlwinds,within,brain,V
conducting,tests,with,devices,V
produced,flashes,of,light,N
produced,flashes,in,field,V
stimulate,nerves,in,hand,N
developed,magnet,for,stimulation,N
reported,studies,on,everything,N
use,devices,in,surgery,V
is,sign,after,injury,V
retrieve,function,in,people,N
studied,stimulators,at,University,V
is,increase,in,hormone,N
conducted,hours,of,tests,N
conducted,hours,on,themselves,V
sell,versions,of,devices,N
use,probes,for,studies,V
testing,stimulators,in,conjunction,V
prevent,wasting,of,muscles,N
reorganizes,resources,after,amputation,V
exploring,perception,with,machines,V
flash,groups,of,letters,N